generated,reference,highlight
"

TomTom is an affordable and accessible rental car rental program. For $89.50, it's a great bargain. For a single room rental, TomTom's $192,500 is a bargain. For a police car rental, it is about $8,000.

TomTom's site is San Francisco Chronicle. For more information: Roger R. Hornblower, CEO.

Who's on Twitter?

TomTom is the largest Twitter.com rental site in the world. The site is also the fastest growing rental rental site in the world. From the 6.3 million users available daily to"," -- We're reviewing two $99 turn-by-turn navigation applications for the iPhone, TomTom and Navigon. Yes, that's right, a $99 application for your phone to take the place of a stand-alone device that doesn't cost much more than that.

First off, if you plan to use your iPhone as a turn-by-turn navigator, you'll need some sort of mount that keeps it in constant view of the sky (and to keep you from wrecking your car while trying to look at the screen).

As I was driving around downtown Atlanta, Georgia, both applications spent a","TomTom, Navigon iPhone apps use GPS to give detailed street directions. Navigon app ($99) is intuitive: Things are where reviewer expects them to be. TomTom car kit adds power, a bigger speaker and a better GPS chip. Google has beta turn-by-turn app for its Android 2 operating system."
"

The Pope says the North Korean regime will not be deterred by the demands of the international community.

""The Pope will continue to temper his moral temper, in order to hear the cries of the world and the cries of the world's people for the protection of the human rights and of the human rights of the Japanese people.

""My hope is that by this time in the future the moral temper of the world will be more determined by the moral point of view of the world. That is what is required for the North Korean regime to demonstrate the moral point of view of the world.""

The Pope called"," -- Once again, North Korea has violated an important international agreement by launching a long-range missile. And like many times before, there is not much Washington or anyone else can do about it.

The brazen defiance of the North Korean regime is stunning. It's a performance that carries a strong message for the West and regimes that are contemplating the possibility of starting nuclear programs of their own.

It may be tempting to dismiss the importance of the launch since the rocket failed to go into orbit and disintegrated after liftoff. But North Korea succeeded in defying the world and managed to carry out an important test of its missile","North Korea launched a long-range rocket that broke apart after liftoff. Frida Ghitis: North Korea defied the world, and there is not much the U.S. can do. She says the impunity of North Korea sets a dangerous example. Ghitis: For countries such as Iran, there's more incentive not to give up nuclear program."
"

""We are not satisfied with the governance of the Taliban,"" said U.S. envoy to Afghanistan Ashraf Ghani, a spokesman for U.S. Secretary of State John Kerry.

In a bid to demonstrate hope, Pakistani officials have refused to allow U.S. troops to remain in the region.

""The sort of support we have received, the sort of support we have received in the past, the kind of support we have received in the past is needed now,"" Pakistani counter-terrorism adviser Mukhtar Abu Zubair said Friday.

U.S. officials said the Pakistani government supports transferring"," -- The Taliban have met with U.S. officials to discuss possible peace talks, but do not want to negotiate with Afghan President Hamid Karzai's government, a Taliban spokesman said Tuesday.

The spokesman's comments, rejecting a key American condition, could potentially derail American efforts for Afghans to reach a negotiated end to the decade-long war.

In an e-mail response to questions from CNN, Taliban spokesman Zabiullah Mujahid denied previous reports that the Taliban had been invited to meet with the Karzai government in Saudi Arabia, saying that talks with what he called a ""puppet"" government would be pointless","NEW: Senior U.S. officials: The United States and the Taliban may hold new talks this month. A Taliban spokesman says they will not meet with Afghanistan's ""puppet"" government. Zabiullah Mujahid writes in an e-mail that the Taliban want direct talks with Americans. The rejection of a key American condition could derail negotiating efforts."
"

""I had never been a musician before, so I had never heard of the artists. I got a lot of criticism for my performance,"" he said.

""As a musician, I am very proud to be a part of this country. I feel so proud of the artists, the country. I know there are many artists here, so I want to do my best to do it.""

The artist will be showcasing his art at the RIAA's 2014 International Show at the Lincoln Center in Los Angeles, where it will be broadcast live on the International Show.

The German-born artist has been"," -- Superstar DJ Avicii canceled his Ultra Festival performance this weekend to undergo gall bladder surgery.

The Swedish artist behind the hit song ""Wake Me Up"" was scheduled to perform in Miami on Saturday, but was hospitalized with severe abdominal pains.

""I woke up on Wednesday morning with serious pain, but I flew to Miami anyway, hoping that it would go away,"" he said in a statement Friday.

""The pain was still there when I landed, so I went straight to hospital. I was treated and left later that night.""

Doctors scheduled surgery Saturday to remove his gall bladder after the pain",The Swedish artist was hospitalized with severe abdominal pains. He became an international star as a DJ and producer in electronic dance.
"

Semenya gained one of the first medal medals at the 2008 Beijing Olympics.

She won the Olympic medal for the time she was allowed to compete at the 2008 Olympics in Sydney.

At the time of the competition the gender that Semenya is identified with is transgender; however, she is not qualified for the Olympics because of her gender.

Semenya has competed in the same events as other transgender athletes such as rugby union and rugby union players, and has competed in the same events as the national team.

Her gender is listed on gender identification card and the gender of the male male player"," -- The case of South African athlete Caster Semenya has sparked worldwide interest following reports that she will be tested by sporting officials to determine whether she is male or female.

Semenya celebrates her gold, which came just hours after the IAAF called for a gender test on the athlete.

The 18-year-old won gold in the 800 meters race Wednesday but she may be forced to return the medal if she fails a gender-verification test imposed by the International Association of Athletics Federations (IAAF).

According to media reports, the IAAF are testing to see whether Semenya has a","South African athlete Caster Semenya will be gender tested after her gold medal win. The test will determine if she has a very rare condition known as intersexuality. There are various forms of the condition, which is very complex. Most intersexuals go through life defining themselves as a specific gender."
"

""WikiLeaks is a global media organization pursued by a cult of personality and ruthless cult of personality with the goal of disseminating information and information that would disturb or intimidate those who criticize it,"" the International Committee of the Red Cross said in a statement.

The act by the International Committee of the Red Cross, which described its decision as a ""total and irreversible blow to its mission and its people, is a reminder that the moral and ethical limits of the principles and procedures of journalism are clear and immutable, and that the government of the Netherlands is under the jurisdiction of the Netherlands and the Netherlands and its authorities are above any sort"," -- WikiLeaks threw open the doors Friday to its archive of more than a quarter million secret U.S. diplomatic cables, unfiltered and unedited, exposing and possibly endangering confidential diplomatic sources.

The website made the controversial decision after losing control of the documents in a series of blunders.

WikiLeaks supporters posted the entire encrypted archive on the internet late last year. Separately, David Leigh, the investigative editor of the Guardian newspaper, formerly one of Wikileaks media partners, published the password to unlock the archive in his book ""Inside WikiLeaks: Julian Assange's War on Secrecy"".

Together, both pieces","NEW: Reporters Without Borders suspends a WikiLeaks ""mirror site"" over concerns. The documents first became accessible online after WikiLeaks lost control of them. WikiLeaks has now thrown open the full, unredacted archive itself. Newspapers condemn the move, saying confidential sources may be put at risk."
"

In a plea agreement, police say Brown told them, ""I had a gun and I was in a relationship with a man.""

Police say Brown addressed the room and talked about carrying out the killing.

Police say Brown told them he had a gun and he wanted them to know he was concerned about a possible gun battle.

Police say he was upset about the situation and wanted them to talk about the gun. He told them to talk about it and that he wanted all the guns.

The agreement said Brown told them he wanted a search of his home.

Police say Brown told them he"," -- Charges against a police officer jailed in a two-state shooting rampage will be formally dropped Wednesday, a prosecutor said.

Brian E. Dorian, 37, was to be released on his own recognizance Tuesday night, Will County State's Attorney James W. Glasgow announced.

""I feel horrible that Brian Dorian went through this,"" said Glasgow, adding that evidence at the time and identification in lineups merited the charges. ""At no time did we stop looking for exculpatory evidence.""

A forensic analysis of Dorian's home computer and its activity put Dorian at home at the time of",Police officer will be freed in Illinois and Indiana shootings. Analysis of computer shows he was at home at the time of crimes. One person was killed and three wounded in shootings south of Chicago.
" Write your answers to these questions in the WICC Newsquiz.

1. What kind of information is on the Newsquiz?

* Write your answers.

* Write about your story and your findings.

* Write your answers to these questions in the WICC Newsquiz.

2. What kind of information is on the Newsquiz?

* Write your answers.

* In-depth answers to these questions.

* In-depth answers to these questions.

* In-day answers to these questions.

* Write your answers to","(CNN Student News) -- April 10, 2013

Media Literacy Question of the Day

How might news organizations get and verify information about a secretive government, such as that of North Korea?

*

*

Daily Discussion Questions

What is the latest news regarding tensions between North Korea and the international community? Do these developments concern you? Why or why not? What do you think will happen with this situation in the near future?

*

*

According to the program: What are economic conditions like in North Korea? How does the country take in money? Who have been some",Use these questions to help students understand today's featured news stories. Today's Daily Discussion includes the Media Literacy Question of the Day.
"

Mercravel: ""Merccam is a revolutionary new, revolutionary color phone that will change the way we live and work,"" Merccam CEO Joe Mercurial said in a press release announcing the product. Mercurial acquired Enus in January 2014.

Mercurial: ""Merccam will be a black phone that will appeal to the specific market that is being driven by Africa, the Middle East, and the Middle East. Mercurial hopes to offer a black phone that will appeal to the specific market that is being driven by Africa, the Middle East, and the Middle East.""

Mercurial: """," -- There's no shortage of promising features expected in the next iPhone: A brand-new iOS 7 operating system, a better camera and processor, and possibly even a fingerprint sensor for added security.

But the latest rumor is the most eye-catching. The next iPhone could also come in gold. Well, a classy gold-toned hue, anyway.

According to recent reports in AllThingsD and iMore, Apple's next iPhone will likely be available with a white face and gold-colored back and edges. So far, iPhones have only come in silver, black and white, plus an array of colorful ""bum","Apple's next iPhone could be available for the first time in a gold color. It is already possible to get a real gold iPhone for about $35,000. Gold phones may be an attempt to appeal customers in India and China. Vertu CEO: ""Gold is a colour that is always in demand""."
"

""It's not too far from Florida, but I know of a boat that goes around the coast and it doesn't have a shark cage,"" she said. ""I hope that it's OK.""

""I hope that people know I'm not afraid and I'm focused and I'm not afraid. I know I'm not afraid. I know I know I'm not afraid. I know I'm not afraid,"" she said.

""I know I'm not scared,"" she said. ""I know I'm not afraid. I know I'm not afraid.""

When asked if she feels afraid, she"," -- Endurance swimmer Diana Nyad struggled through ocean swells, shoulder pain and asthma Monday as she attempted to become the first person to swim between Cuba and Florida without a shark cage, according to her team and a CNN staffer on a chase boat.

Both the swells and the 61-year-old swimmer's shoulder pain subsided somewhat and she was ""swimming strongly,"" her team said in a post to Facebook around noon ET.

Follow Nyad on CNN's tracker

The shoulder pain was ""down to an 8"" following some ""therapeutic healing,"" the message said.

The shoulder","NEW: Nyad: ""Nobody decides the swim is over except me"". She struggles through ocean swells, shoulder pain and asthma. She is attempting the first crossing from Cuba to Florida without a shark cage. Nyad began Sunday night and hopes to swim the 103-mile span in 60 hours."
" on the first floor, the university said.

The person has not been charged.

The student has been charged with two counts of criminal mischief and two counts of criminal mischief, spokesman Chris Blackwell said.

A student at Duke University is hospitalized after being accused of violating a ban on its headgear. The student is not at risk of being charged with criminal mischief, the university said.

The man, described as black, is described as a white male with dark hair and blue eyes, she said. He is male, according to the university.

Students at the campus named in the student's report were","A Duke student has admitted to hanging a noose made of rope from a tree near a student union, university officials said Thursday.

The prestigious private school didn't identify the student, citing federal privacy laws. In a news release, it said the student was no longer on campus and will face student conduct review.

The student was identified during an investigation by campus police and the office of student affairs and admitted to placing the noose on the tree early Wednesday, the university said.

Officials are still trying to determine if other people were involved.

Criminal investigations into the incident are ongoing as well.

","Student is no longer on Duke University campus and will face disciplinary review. School officials identified student during investigation and the person admitted to hanging the noose, Duke says. The noose, made of rope, was discovered on campus about 2 a.m."
"

In the capital Athens, demonstrators blocked the heart of a major thoroughfare, according to a man who identified himself as one of the protesters.

Images of the scene of the subsequent violence appeared online, and a man with a broken back appeared on Twitter.

Images of the situation appeared online, and a man with a broken back appeared on Twitter.

Some of the events in the capital were reported by the state-run news agency Aftonbladet.

Macedonia's Interior Minister Alexandros Rupri said he hoped the situation would calm down, though he refused to provide a specific"," -- Greek Prime Minister Antonis Samaras pleaded for calm Thursday after rising anger at Greece's right-wing Golden Dawn party exploded into violence in a working-class Athens suburb.

""This is not a time for internal fighting, nor for tension,"" Samaras said in the televised speech.

""Any political differences should be resolved through democratic dialogue, not fiery arguments, nor violence, no matter where it stems from.""

On Wednesday, crowds protesting the earlier stabbing death of a popular anti-fascist figure in Keratsini -- allegedly at the hands a Golden Dawn supporter -- hurled rocks at police and burned trash bins outside their","Prime minister calls for calm after clashes in an Athens suburb. Leftist protesters clashed with police after the death of a popular anti-fascist figure. A nationalist Golden Dawn party supporter is accused of killing leftist activist Pavlos Fyssas. Government leaders renew calls to ban the party, which has grown in influence."
"

Palin has spent much of the past year trying to define the Republican Party's foreign policy, and appears to be unable to find the right footing in the tumultuous time.

""I don't know if it's a good idea to give McCain a foreign policy and foreign policy adviser job,"" McCain said in an interview with CNN's Wolf Blitzer on Wednesday.

Palin, who has earned a reputation as a tough critic of President Barack Obama, appeared to criticize the foreign policy of the Bush administration during the 2008 primary campaign.

Palin was the first McCain to mention the Bush foreign policy adviser job at the"," -- John McCain needs what Kinky Friedman calls ""a checkup from the neck up.""

In choosing Alaska Gov. Sarah Palin to be his running mate, he is not thinking ""outside the box,"" as some have said. More like out of his mind.

Palin a first-term governor of a state with more reindeer than people, will have to put on a few pounds just to be a lightweight. Her personal story is impressive: former fisherman, mother of five. But that hardly qualifies her to be a heartbeat away from the presidency.

For a man who is 72 years old and has had","Begala: McCain's VP choice unqualified to be heartbeat from the presidency. Choice of Alaska Gov. Sarah Palin is ""shockingly irresponsible,"" he says. Begala says choice makes McCain's age, health, and judgment central issues."
"

Do you have a favorite movie?

I'd love to see ""Amour"" and ""Behind the Veil."" An interesting movie, and a terrific one.

How would you say you actually read?

Oh, I read the scripts a lot. I have to read them -- they're not known for their detail. I read a lot of novels. I read hundreds of them. I love reading them. I love reading them.

You see, in ""Amour,"" the main plotline is called ""The Prophet's Wife."" What do you mean?

It's a wonderful story."," -- Is there a worse city in the world to be marked out as a tourist?

Maybe, but we haven't been sneered at by a waiter there yet.

But you don't have to be the bumbling out of towner.

Stick to a few rules (actually 11) and you'll fit right in.

1. Bone up on the latest films and exhibitions

Dinner chat in Paris is dominated by culture and opinions, so read Le Monde or Libération for the latest.

Le Monde comes out around 3 p.m., so you can easily grab","Writer who lived in French capital for almost 20 years reveals how to fit in. Sort out the coffee minefield -- fast. Learn to stroll aimlessly. Never check a restaurant bill -- not when anyone's looking, anyway."
"

In the UK, Parliament voted to make illegal an emergency law for 30 days while the opposition demands new elections. Protests took place on both sides of the Atlantic.

The government is expected to announce new powers in the new parliament on Thursday.

The opposition would have been allowed to hold new elections this month, but the opposition refused.

Westminster is expected to make the new parliament independent of the ruling General National Congress (GNC).

The prime minister, John Key, said the new elections would be a ""resounding affirmation of our commitment to democracy and democratic principles.""

""The election"," -- Yemen's embattled president has accepted opposition demands for constitutional reforms and holding parliamentary elections by the end of the year, according to a statement issued by his office.

The statement said President Ali Abdullah Saleh was ""committed to undertaking all possible initiatives to reach a settlement"" with the opposition JMP bloc and ""prevent any future bloodshed of the Yemeni people.""

According to the statement, Saleh ""has accepted the five points submitted by the JMP, including formation of a government of national unity and a national committee to draft a new constitution, drafting a new electoral law, and holding a constitutional referendum, parliamentary elections and","NEW: Yemeni parliament extends emergency law for 30 days. President Saleh agrees to a new constitution and elections. The opposition previously rejected any plan without Saleh's immediate ouster. Some government, military officials have joined the opposition."
"

Elsewhere, the International Security Assistance Force said at least 65 ISAF troops were killed and 141 civilians injured in a coalition airstrike in Jalalabad, southern Afghanistan, the ISAF said.

Elsewhere, the ISAF said that ISAF and ISAF-Coalition made progress in the area of coalition airstrikes, but there were no deaths or wounding of civilians, ISAF said.

The United Nations warned that a large number of civilians in southern Afghanistan lived inside the country.

The United Nations said that at least two of its staff members were killed in a coalition airstrike in Jalalabad province.

","  -- Afghan President Hamid Karzai discussed his sometimes-turbulent relationship with the United States on Friday as more details emerged about U.S. airstrikes in his country that killed dozens of people this week.

Afghan President Hamid Karzai said his government does not tolerate corruption.

Karzai reflected on the past seven years of his leadership of Afghanistan and characterized his relationship with the United States as having ""serious bumps along the way, especially in the conduct of the war on terror.""

The theme he emphasized Friday was the problem of Afghan civilian casualties caused by American airstrikes. Karzai said he has raised the","Afghan president says airstrikes have strained dealings with Washington. Latest incident is said to have killed 100 civilians Wednesday. Karzai critical of how aid money is distributed to his nation. He emphasizes importance of ""peace process"" with Taliban."
"

""I think the situation is more dangerous because of the scale of the situation than because of the fact that these defendants are often released only a few days after they're arrested,"" said the CNN correspondent.

In a separate incident in January, Islamist militant gunmen stormed the Tunisian embassy in the capital and stormed the building where a U.S. citizen was being detained and set the building alight.

The U.S. Embassy in Tunis was evacuated, and there is conflicting reports about the extent of the U.S. embassy staff and staff members.

At least one U.S. official told CNN"," -- At least 49 inmates broke out of a prison in Tunisia on Sunday night, the country's state-run Tunis Afrique Presse reported.

Security forces have detained 13 of the escapees, according to the report, which cited a security source.

The incident occurred in Gabes, in the southeastern part of the North African country. It is the latest mass prison break in the turbulent Muslim world.

Recent prison breaks have been cited by analysts as one of several reasons the United States heightened its security and closed various embassies last month.

Prison breaks occurred last July in Pakistan, Iraq and Libya, and","Thirteen of the escapees in Tunisia have been detained. There has been international concern over recent prison escapes. Prison breaks are a known strategy of al Qaeda, a CNN analyst says."
"

The one child's life is on the line, Daniel said.

""He walks down the shoreline and he's covered in debris,"" he said. ""He's partially covered in about 20 stitches. He's partially covered in the the white stuff. And the white stuff is just the white stuff. I'm covered in his diaper, he's covered in his diaper. We've saved him a lot. He's saved his life.""

Bachmann, who is listed in good condition, is suffering from severe burns on his hands, feet and chest. He told CNN that the burns were inflicted by a fire"," -- As he lies in bed, Ryan Buchanan's eyes flutter open. He gazes into his room but fixates on nothing. A stuffed toy lies motionless in his left hand.

Every two hours, a nurse turns him: first on his back, then to the right, then to the left.

Fourteen medications course through his gastrointestinal tube, given at different hours of the day. His parents or nurses monitor his oxygen levels, change his feeding bag, clean the various tubes that help him survive.

All this is happening in his bedroom, in the same home where Ryan grew up, learned to crawl","Ryan Buchanan was digging a tunnel at the beach when it collapsed on top of him. The 17-year-old was without oxygen for more than 15 minutes. The Buchanans are caring for their son, who's in a persistent vegetative state, at home."
"

Section 5.5 of the Constitution gives the Electoral College the power to present a popular vote, a necessary to ensure the success of the election. An Electoral College is defined as ""a national body for the election of a president, president, vice president, president-elect, president-elect, and vice president-president.""

Section 5.6 of the Constitution gives the Electoral College the power to administer the Electoral College. ""No one shall be eligible to be president, presidency, vice president, president-elect, president-elect, president-elect, and vice president-chief executive of the United States.""

","(Mental Floss) -- As you will be reminded countless times, when you cast your vote in Tuesday's presidential election, you're not taking part in a nationwide popular vote, but rather helping decide who your state's Electoral College delegates support.

Despite its name, the Electoral College never actually convenes as a unified group.

There are all sorts of arguments for and against using this system rather than picking a winner based solely on the national popular vote, but for the moment, it looks like the Electoral College will be sticking around for a while.

So what do you need to know about the least-fun","What happens if no presidential candidate gets enough electoral votes to win? What if president-elect dies after Electoral College votes, but before inauguration? Roger MacBride's electoral vote made him Libertarian Party folk hero. Electoral vote ""switcheroos"" played role in Lincoln's presidential victory."
"

The United Nations has said the Syrian chemical weapons program is failing and there are no results yet. Secretary General Ban Ki-moon has said Syria is ""very concerned"" about the weapons. But the Security Council is meeting later this month to work out how to deal with the situation.

The U.S. has been working to find a solution to the crisis for weeks. U.S. Ambassador to the United Nations Susan Rice has said the United States will facilitate the talks and deliver a recommendation to Ban before finalizing a final agreement.

""While the Syrian government has failed to fulfill its obligations under the agreement,","A first round of Syrian peace talks didn't go too well, and now the government delegation won't commit to a second round.

Meanwhile, Syrian President Bashar al-Assad's regime has failed to turn over its known chemical weapons stockpiles on time, causing U.S. Secretary of State John Kerry to warn on Friday that all options remain available to force compliance.

The dual developments showed the challenges facing efforts by the international community to halt the Syrian civil war through talks intended to set up a transitional government, and rid Syria of its chemical weapons that already have been used in the conflict.

President Barack Obama threatened a","Secretary Kerry says Syria is failing to comply with chemical weapons deal. U.N. mediator Lakhdar Brahimi calls peace talks a ""modest beginning"". Negotiations on halting Syria's civil war are supposed to resume Feb. 10. Meanwhile, Syria has failed to hand over known chemical weapons on time."
"

The law firm Baker Hostetler disagrees.

""We use the hazing principle as a rule, and we say that because it's a rule of thumb, I would say that's enough,"" said the firm's Baker Hostetler attorney, Matthew Donovan.

""We don't say that because the hazing principle is poor and sloppy.""

In the e-mails sent to the fraternity's members, members recount how they were sexually assaulted and how they were repeatedly punched, punched with a hammer, kicked and punched with a broomstick, pushed and shoved by members as they locked themselves in the pitch dark","Two lawsuits say the national chapter of the Phi Kappa Tau fraternity allowed a culture of ""violent misogyny"" after an internal email from the Georgia Tech chapter leaked last year instructing fraternity members on how to lure ""rapebait.""

The lawsuits were filed Thursday in an Atlanta court on behalf of two anonymous women -- listed as Jane Doe and June Doe -- alleging they were sexually assaulted in separate incidents in 2012 and 2014 at the Georgia Tech chapter fraternity house based on a fraternity playbook for targeting women.

The Phi Kappa Tau  national chapter, the now suspended local chapter and the chapter adviser are named as defendants in both lawsuits.

","Lawsuits allege two women sexually assaulted at Georgia Tech frat house. Suits say national chapter of Phi Kappa Tau fraternity allowed a culture of ""violent misogyny"". Suits cite leaked email from Georgia Tech chapter on how member could lure ""rapebait"". School's chapter was disbanded for three years in March after sex assault allegations."
" China has beefed up its trade with the EU to combat the rising prices of its food and beverage purchases.

China's General Office of the CPC said Thursday that ""China's strong economic and political environment is adding to China's growing market of affordable, environmentally-sourced, environmentally-competitive and environmentally-economy-economy consuming wines.""

China's Ministry of Agriculture and Forestry said Thursday that China had sold more than 20 million wines this year, and that China's environmentally-economy consuming wine is growing nationwide.

China's wine market is growing in China at a steady rate, the ministry said.
"," -- Exports of French Bordeaux, Italian Tuscans and Spanish Riojas could get more expensive in China if a tit-for-tat tariff war bubbles over between the world's most populous country and the European Union.

On Wednesday, Beijing launched anti-dumping and anti-subsidy probes into imports of European wine. The inquiry follows new EU tariffs, only announced Tuesday, of nearly 12% on China-made solar panels that begin June 6. The European Commission has accused China's state-subsidized panel makers of flooding European markets with unfairly cheap products.

In a public statement, China","China launches anti-dumping, anti-subsidy inquiries into European wine imports. Probe seen as retaliation for EU tariffs on China-made solar panels one day earlier. France is China's top wine exporter, Australia distant second. EU tariffs on Chinese solar panels set to rise in August if no resolution achieved."
"

Biden: I don't know how many times we've heard that my client's bill is owed. He's owed money owed by the actors and the crew.

Robles: Did you see this particular scene?

Robles: No, I didn't.

Robles: Is it still illegal?

Robles: No. Obviously, it's not illegal.

Robles: But, look, I just want to say that we're working with a couple of the great white sharks that have been on TV. We're looking at them. We're trying to find some more pictures"," -- Soon after the great white shark chomped into his torso, Steven Robles thought everything was over.

""I really thought that that might be it. I thought I might be dying,"" he said.

Instead, the long-distance swimmer is recovering from the wounds -- but might never return to the water. The trauma of the attack is still too vivid.

On Saturday, a 7-foot-long shark near Manhattan Beach, California, became agitated by a fisherman's hook. It apparently took out its frustration on Robles, who was swimming nearby.

""We saw each other. It","A great white shark bit Steven Robles near Manhattan Beach, California. The 7-foot shark was agitated by a fisherman's hook. Robles: The bite feels like a sting penetrating ""deeper and deeper into the bone"". There were 72 unprovoked shark attacks on humans in 2013."
"

The governor's public safety department is investigating the death of an 18-year-old boy who had been missing for weeks.

A man on a jogger's left-side leg suffered a minor injury in the incident, a statement from the New York State Medical Examiner's office said.

The medical examiner found that the man had suffered ""a minor injury in his right leg and a minor injury to his lower extremities,"" it said.

The jogger, who was in the neighborhood where the jogger was last seen, was walking in the neighborhood, but wasn't seen by anyone, the statement said"," -- The governor of New Mexico has until Friday to decide whether to pardon one of the West's most infamous outlaws in the killing of a law enforcement officer.

Gov. Bill Richardson received 809 responses on a special website dedicated to answering a generations-old question: Should Billy the Kid get a pardon in the killing of a sheriff?

Richardson, a Billy the Kid buff, is looking at an old promise by another governor, and not the Kid's cold-blooded reputation, in deciding whether to issue a posthumous pardon, officials said.

""I think he will take the responses into account,",Gov. Bill Richardson is considering pardoning William Bonney in a sheriff's death. He is debating whether a promise made by an earlier governor should be honored. Richardson is a Billy the Kid buff.
" ""It was the wrong decision,"" he said in a recent interview. ""If there's any doubt, it's a lie."" But Barbour said the department ""has a good point about this and a good point about our legal system.""

""I know we're a federal corporation and we're fighting hard against criminal justice,"" he said. ""But I will say this: this kind of behavior is unacceptable. This kind of behavior is unacceptable to our criminal justice system.""

Sudden change in situation

In the weeks before the 2008 election, the New York Supreme Court had indicted 17 former federal and state prosecutors, including"," -- A Mississippi judge Wednesday evening issued a temporary injunction forbidding the release of any more prisoners pardoned or given clemency by outgoing Gov. Haley Barbour, whose actions created an uproar.

The pardons include four convicted murderers and a convicted armed robber who were released Sunday. The five now must contact prison officials on a daily basis as their fate is adjudicated.

The pardons are ""a slap in the face to everyone in law enforcement and Gov. Barbour should be ashamed,"" said state Attorney General Jim Hood.

The process of releasing 21 other inmates has been halted, said Hood, who sought the","Attorney general likens Barbour to ""Boss Hogg"". State Attorney General Jim Hood wins temporary injunction. Some misunderstand clemency process, Haley Barbour says. Attorney general calls pardons ""a slap in the face ... to law enforcement""."
"

""In the past, we didn't know what this was,"" he says. ""We're excited to introduce a new version of Social.""

Social is a social-networking service, and its biggest competitor is Google. The service gives users a chance to meet and interact with people and members of the social network.

In the past, Social had difficulty reaching users in the U.S. or Europe, but it is now gaining traction among tech companies.

""People know who they are and they know who to contact,"" he says. ""This is a new (social-networking) service.""","After a long period of closed beta testing, Microsoft made the beta version of its social network, Socl, available to everyone on Tuesday.

Socl initially launched this May. It's a search-meets-social networking website that looks more like Pinterest than Facebook, and has until now been open only to invited Microsoft employees and college students.

Now, everyone with a Microsoft or Facebook account can access it. The sign-up process is effortless -- users simply connect their account with Socl. They can then start sharing content (e.g. photos, videos, links), and comment on other members' posts","Microsoft opens Socl -- its social-meets-search site. Launched for testing in May, the site remains an open beta test. Anyone with a Microsoft or Facebook account can access it."
"

Kathy Kerkke, the lawyer for Gientinho, told CNN: ""This is not a boy who is emotional. It is an 11-year-old girl.""

Kerkke also said he was trying to find him in California, where he was living. ""It's our family -- my family -- living here,"" he said.

Irri, who is a resident of the same country as Gientinho, has been living in the same house in Greenfield.

In 2008, police say, their daughter was found inside a vehicle outside a Las Vegas hotel room with a man sexually"," -- A California man sold his 14-year-old daughter to an 18-year-old man for cash, beer and meat -- then called police when the prospective bridegroom didn't live up to his end of the deal, authorities said Tuesday.

Marcelino de Jesus Martinez faces felony charges, according to police in Greenfield, California.

Marcelino de Jesus Martinez, 36, of Greenfield, California, was arrested Monday and booked into the Monterey County Jail, Greenfield police said in a statement. He faces felony charges of receiving money for causing a person to cohabitate, police","Third party set up marriage between 14-year-old girl and 18-year-old man, police say. Groom was supposed to give the girl's father cash and cases of beer, soda, meat. When groom didn't pay up, father called the cops, say police in Greenfield, California. Such arrangements are normal in Mexican state where family is from, police say."
"

Occupy campaigns can be risky, she says. ""There's always a possibility of people becoming radicalized and radicalized, and that's a real risk.""

Occupy groups can also be risky because they have a strong cult of personality. Occupy is, perhaps, the most cult-like cult in the world; cults are cults because they are from within -- that's what makes them cults.

So making cults an option for a cult-like cult?

""It's not really a cult,"" Kohn says. ""There are still cults out there, and there are still"," -- Last night, police raided and evicted protesters from the Occupy Wall Street site. This comes on the heels of recent police crackdowns on Occupy encampments all across the country. But if you think that's the end of the 99% movement, guess again. It's still just getting started.

To be clear, the Occupy camps are for the most part rigorously and passionately nonviolent and, incidentally, much cleaner than most would expect. But there are a few punks in the crowds, mixed in with some who have sought shelter in the camps who bring along struggles with mental illness or drug addiction. In other words, the","Despite crackdowns, the Occupy movement is just getting started, says Sally Kohn. Look for the movement to shift away from the ""occupy"" tactic, Kohn predicts. Kohn: Watch for leaders to emerge, despite the movement being ""leaderless"". The movement's violent fringes will probably soon be sidelined, says Kohn."
"

""I can't tell you how much anger I feel,"" one resident told CNN. ""I feel like, at this point in time, this is all over the place.""

Another resident said she was so upset with the Republican-affiliated ACORN that she canceled her two-day home tour and called the police.

""I can't do this, I can't do this,"" the resident said. ""I have a friend who has lived in the area for 30 years. He has lived in the area for his whole life.""

Another resident said he was concerned that ACORN members would prioritize political points","  -- Community organization ACORN is fighting back after allegations that it is trying to register voters fraudulently and to swing the presidential election for Democrat Barack Obama.

ACORN Executive Director Steve Kest announces the group's lawsuits and television spot Wednesday.

The group this week released a 30-second TV ad calling on Republican candidate John McCain to stop ""attempts at voter suppression across the country.""

It also said it was filing several lawsuits around the country to halt the alleged suppression.

Republicans have ""challenged election officials, and they've filed lawsuits in an effort to thwart these new voters -- our citizens",NEW: Judge denies Pennsylvania GOP request for ACORN voter list. Group denies facilitating election fraud through false registrations. ACORN accuses Republicans of trying to suppress votes. Republican hostility toward group goes back a long way.
